"STATUS","CONTAIN","DATE"
"spam","Paket Freedom XXL 30 hari Rp199rb dgn kuota 12GB + 25GB (4G) + nelpon sepuasnya ke sesama Indosat Ooredoo. Ketik C1 ke 929 sd28/01/18",2018-01-26 06:55:00
"spam","Ayo update lagu-lagu MP3 kamu di tahun baru ini, klik bit.ly/IM3Arena SPI1",2018-01-25 13:23:00
"ham","25/01/2018 08:53 Pada No. Rek 378088918 ada dana keluar sebesar Rp 100.000,00. Saldo akhir: Rp 2.136.354,00.Berita: BILL PAYMENT  GOPAY CUST    NO  121516844925",2018-01-25 08:54:00
"ham","BNI SMS BANKING:25/01/2018 08:49 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 Berhasil. Reff:593930",2018-01-25 08:49:00
"ham","25/01/2018 08:48 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 ketik digit ke-1&5 PIN Anda",2018-01-25 08:48:00
"spam","Ayo diaktifkan iRing KERENnya, Via Vallen-Sakit Sakit Hatiku (Reff) Rp.0,1/3hr prpnjngan Rp.3190 hnya dgn balas YA!",2018-01-25 07:33:00
"spam","BARU! OBROL Sepuasnya 24 Jam ke sesama IM3 Ooredoo. Ayo daftar paketnya di *123*999# atau di MyIM3",2018-01-24 19:02:00
"spam","Isi Voucher Regular 25K pd 24/01/18 19:02 dr GO-JEK SUKSES. TID:01119500004241618765",2018-01-24 19:02:00
"ham","Disc upto 30% +Add Disc 200K for Samsung Smartphone +0% upto 24mos. Until 31Jan18. Register w/CIMBNiaga email at shop.samsung .com/id_epp/cimbniaga.TC Info14041",2018-01-24 16:20:00
"spam","Harga baru BRONET 24Jam 8GB hny Rp59.900 di RAWIT dg akses *123*888# /app AXISnet dr HP. BONUS 1GB setelah pembelian, berlaku di semua jaringan.Info838.AXIS007",2018-01-24 15:41:00
"spam","Harga baru BRONET 24Jam 8GB hny Rp59.900 di RAWIT dg akses *123*888# /app AXISnet dr HP. BONUS 1GB setelah pembelian, berlaku di semua jaringan.Info838.AXIS007",2018-01-24 10:31:00
"spam","awas ketinggalan iRing HIVI!-Mata ke Hati (Acoustic Version), Rp.0,1/3hr prpnjngan Rp.3190 .Lngsung bls YA aja ya!",2018-01-24 08:32:00
"spam","Hi 6285722688068, kamu beruntung mendapatkan kesempatan GRATIS PULSA INDOSAT, cek di *689*15#",2018-01-23 19:03:00
"spam","BARU! KUOTA UTAMA BESAR & UNLIMITED BONUS gak habis-habis utk YouTube, SosMed, & Streaming 24Jam tanpa bayar lebih dr IM3Ooredoo.Info http://im3.do/ul0123 MAI1",2018-01-23 12:47:00
"ham","(CITITRANS)CT: Pesanan anda tujuan Fatmawati-Dipati Ukur pd 2018-01-28 06:15:00 dgn no kursi 3 tercatat dgn kode booking BOAP18012420260",2018-01-22 19:10:00
"spam","Trm ksh telah memilih Indosat Ooredoo. Secara keseluruhan, seberapa mungkin Anda merekomendasikan kami ke rekan/klrg? Balas N0 sd N10 (N10=tertinggi), GRATIS",2018-01-22 12:22:00
"ham","(CITITRANS)CT: Pesanan anda tujuan Dipati Ukur-Fatmawati pd 2018-01-28 21:15:00 dgn no kursi 1 tercatat dgn kode booking BOAP18012418142",2018-01-22 07:47:00
"ham","Yuk,bljr Bhs Inggris dgn M-Learning bareng AXIS!

Kamu berkesempatan menang Rp25jt!

Krm MULAI ke 92340
GRATIS 3 hr pertama, selanjutnya: Rp1500/hr PF016D",2018-01-21 14:33:00
"spam","Ayo diaktifkan iRing KERENnya, Hiroaki Kato feat. Noe Letto-Ruang Rindu Rp.0,1/3hr prpnjngan Rp.3190 hnya dgn balas YA!",2018-01-21 08:44:00
"spam","Nonton film favorit di IFLIX,bebas biaya langganan utk AXISers!!Pake BRONET DAYZ 17GB Rp89.000 buat nonton,beli di *123*888# hny di WEEKND SERU.Info838.AXIS007",2018-01-21 08:27:00
"ham","Diskon 5% + Tambahan Diskon Rp300ribu + 0% sd 12 bln utk Lemari Es,Mesin Cuci & AC.Dgn Kartu Kredit di Outlet Electronic Solution. Sd 21 Jan'18. S&K. Info 14041",2018-01-20 10:19:00
"ham","Pesan gojek buat go shop royal cannin ya teh? ",2018-01-19 12:29:00
"spam","Pulsamu <Rp2500.Mau PULSA SOS 10000 bs dipakai ke SemuaOperator sd 5hr?Pembayaran Rp10000 & BeaJasa Rp3000 akan dipotong saat isi Pulsa.Balas YA ke 505 /tkn*505#",2018-01-19 12:21:00
"spam","Bonus IM3PUAS : Kamu dpt GRATIS 1000 SMS ke Indosat dan 50 SMS ke operator lain berlaku sekarang s.d jam 23.59. Cek bonus *555*12#",2018-01-19 12:21:00
"ham","19/01/2018 12:17 Pada No. Rek 378088918 ada dana keluar sebesar Rp 100.000,00. Saldo akhir: Rp 2.668.354,00.Berita: BILL PAYMENT  GOPAY CUST    NO  691516338821",2018-01-19 12:18:00
"ham","BNI SMS BANKING:19/01/2018 12:14 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 Berhasil. Reff:315932",2018-01-19 12:14:00
"ham","19/01/2018 12:13 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 ketik digit ke-2&1 PIN Anda",2018-01-19 12:13:00
"spam","Selamat! Ada pulsa 100rb dari RBT Dia! Info: 838 Cek aja di *123*147*2#",2018-01-19 11:59:00
"ham","19/01/2018 11:37 Pada No. Rek 378088918 ada dana keluar sebesar Rp 100.000,00. Saldo akhir: Rp 2.768.354,00.Berita: TARIK TUNAI.",2018-01-19 11:38:00
"ham","Untuk mengindari PEMBLOKIRAN, Pemerintah mewajibkan SEGERA REGISTRASI ULANG kartu Anda. Ketik: ULANG#NIK#No.KK# kirim SMS ke4444, klik: http://im3.do/registrasi",2018-01-19 11:18:00
"spam","Nonton film favorit di IFLIX, bebas biaya langganan utk AXISers!!Pake BRONET DAYZ 8GB Rp49.000 buat nonton, beli di *123*888# hny di JUMAT BAIK.Info838.AXIS007",2018-01-19 09:26:00
"spam","Nonton film favorit di IFLIX, bebas biaya langganan utk AXISers!!Pake BRONET DAYZ 8GB Rp49.000 buat nonton, beli di *123*888# hny di JUMAT BAIK.Info838.AXIS007",2018-01-19 08:52:00
"ham","18/01/2018 11:29 Pada No. Rek 378088918 ada dana keluar sebesar Rp 150.000,00. Saldo akhir: Rp 2.958.354,00.Berita: TARIK TUNAI.",2018-01-18 11:29:00
"ham","Untuk mengindari PEMBLOKIRAN, Pemerintah mewajibkan SEGERA REGISTRASI ULANG kartu Anda. Ketik: ULANG#NIK#No.KK# kirim SMS ke4444, klik: http://im3.do/registrasi",2018-01-18 07:40:00
"spam","PAKET BRONET 24JAM 3GB sudah aktif. Nikmati kuota 3GB berlaku di 00.00-23.59 aktif s.d 15-02-2018.Temukan PROMO menarik AXIS di aplikasi AXISnet! Info838",2018-01-17 10:38:00
"spam","PAKET BRONET 24JAM 3GB 30hr kamu akan segera aktif. Temukan PROMO menarik AXIS di aplikasi AXISnet. Sekarang AXIS sudah 4G Ready lho! Info838",2018-01-17 10:37:00
"spam","Isi ulang Rp50000.0 berhasil. Kode transaksi 55310117669467. Yuk registrasi ulang kartu AXIS kamu! Kirim SMS ke 4444 dgn format : ULANG#NIK#No.KK",2018-01-17 10:37:00
"ham","BNI SMS BANKING:17/01/2018 10:36 Topup XL ke nomor 08382888813 sebesar Rp. 50.000 berhasil. Reff: 15287338.",2018-01-17 10:36:00
"ham","17/01/2018 10:35 TOP XL No 08382888813 sebesar Rp 50000.Utk diproses,reply sms ini,ketik digit ke-4&5 PIN Anda",2018-01-17 10:35:00
"ham","Pulsa Anda tdk mencukupi u/ menerima layanan  dr shortcode 3346 sebesar Rp./sms. Silahkan Isi ulang.
",2018-01-17 10:35:00
"ham","17/01/2018 10:34 Pada No. Rek 378088918 ada dana keluar sebesar Rp 100.000,00. Saldo akhir: Rp 3.158.354,00.Berita: BILL PAYMENT  PENDING EPRS  NO  754613000703",2018-01-17 10:35:00
"ham","BNI SMS BANKING:17/01/2018 10:34 Maaf, perintah yang Anda ketikkan salah atau pengiriman topup ke provider belum tersedia.",2018-01-17 10:34:00
"ham","17/01/2018 10:34 TOP no 08382888813 sebesar Rp 50000.Utk diproses,reply sms ini,ketik digit ke-1&4 PIN Anda",2018-01-17 10:34:00
"spam","Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",2018-01-17 10:10:00
"spam","(AXIS) Kuota paket data kamu di SENIN-JUMAT telah digunakan seluruhnya. Penggunaan selanjutnya akan dikenakan tarif normal. Info838",2018-01-17 08:12:00
"spam","(AXIS) Kamu sdg internetan tanpa paket internet. Pulsa kamu saat ini 78. Lebih IRIT dgn aktifkan paket Internet AXIS, telp *123*887# sekarang! Info838",2018-01-17 08:12:00
"spam","BARU! KUOTA UTAMA BESAR & UNLIMITED BONUS gak habis-habis utk YouTube, SosMed, & Streaming 24Jam tanpa bayar lebih dr IM3Ooredoo.Info http://im3.do/ul0116 MAI1",2018-01-16 13:05:00
"spam","Terima kasih Anda sdh menelpon dgn IndosatOoredoo. Berdasar pngalamn Anda, seberapa puas Anda thdp kualitas telepon kami? Balas T1 sd T5 (T5= Sgt puas). FREE",2018-01-16 09:56:00
"spam","Film FLASH, CEK TOKO SEBELAH ada di IFLIX,bebas biaya langganan utk AXISers!Beli BRONET24Jam 8GB Rp61.900 buat nonton di *123*888# bsk di RAWIT.Info838.AXIS007",2018-01-16 09:11:00
"ham","13/01/2018 15:10 Pada No. Rek 378088918 ada dana keluar sebesar Rp 105.440,00. Saldo akhir: Rp 3.558.354,00.Berita: TRF PAY TOP UP ECHANNEL.",2018-01-16 05:20:00
"spam","Sudah punya Sticker Music terbaru dr LINE? Kalau belum,ayo beli pakai pulsa IM3Ooredoo & dptkan hadiah Headphone Beats serta hadiah lainnya bit.ly/IM3Line SPI2",2018-01-14 11:08:00
"ham","13/01/2018 14:46 Pada No. Rek 378088918 ada dana keluar sebesar Rp 400.000,00. Saldo akhir: Rp 3.663.794,00.Berita: BILL PAYMENT  GOPAY CUST    NO  241515829324",2018-01-13 14:46:00
"ham","BNI SMS BANKING:13/01/2018 14:42 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.400.000 Berhasil. Reff:642476",2018-01-13 14:42:00
"ham","13/01/2018 14:42 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.400.000 ketik digit ke-4&1 PIN Anda",2018-01-13 14:42:00
"spam","BARU! OBROL Sepuasnya 24 Jam ke sesama IM3 Ooredoo. Ayo daftar paketnya di *123*999# atau di MyIM3",2018-01-13 14:40:00
"spam","TOPUP pulsa Rp 25000 berhasil via I-BANKING CIMB_NIAGA kode trx 0113144020220668. Pulsa anda saat ini Rp 25160. Terima kasih telah menggunakan INDOSAT OOREDOO",2018-01-13 14:40:00
"spam","Ayo beli & gunakan Sticker Music LINE pakai pulsa IM3 Ooredoo, dan dapatkan hadiah Headphone Beats serta Merchandise LINE lainnya. Info: bit.ly/IM3Line SPI1",2018-01-13 08:10:00
"ham","Untuk mengindari PEMBLOKIRAN, Pemerintah mewajibkan SEGERA REGISTRASI ULANG kartu Anda. Ketik: ULANG#NIK#No.KK# kirim SMS ke4444, klik: http://im3.do/registrasi",2018-01-12 09:17:00
"ham","Pulsa Anda tdk mencukupi u/ menerima layanan  dr shortcode 3346 sebesar Rp./sms. Silahkan Isi ulang.
",2018-01-11 21:08:00
"ham","Kak...tolong d angkat...gojek...alnya iced chocolate nya kosong....bagaimana?",2018-01-11 16:27:00
"spam","BARU! KUOTA UTAMA BESAR & UNLIMITED BONUS gak habis-habis utk YouTube, SosMed, & Streaming 24Jam tanpa bayar lebih dr IM3Ooredoo.Info http://im3.do/ul0111 MAI1",2018-01-11 11:52:00
"spam","(AXIS) Kuota paket data kamu di SENIN-JUMAT hanya 20% lagi. Cek aplikasi AXISnet atau telp *889# untuk melihat detail pemakaian kamu. Info838",2018-01-11 08:28:00
"spam","Info dana tunai cepat JAMlNAN B -- P -- K -- B Mobil/Truk Leasing resmi Pencairan besar,bunga ringan,TANPA BI CHECKING.

PENDI
SMS/TELP/Whatsapp 081213000835",2018-01-11 08:27:00
"spam","Info dana tunai cepat JAMlNAN B -- P -- K -- B Mobil/Truk Leasing resmi TANPA BI CHECKING

PENDI
SMS/TELP/Whatsapp: 081213000835",2018-01-10 17:16:00
"spam","RABU WAJIB IRIT besok!! Promo BRONET 24Jam 8GB 30hr hny Rp61.900 dg akses *123*888# / app AXISnet dr HP. Klaim BONUS 1GB setelah pembelian!! Info838. AXIS007",2018-01-09 16:22:00
"spam","BARU! KUOTA UTAMA BESAR & UNLIMITED BONUS gak habis-habis utk YouTube, SosMed, & Streaming 24Jam tanpa bayar lebih dr IM3Ooredoo.Info http://bit.ly/2CrSDcE MAI1",2018-01-09 13:27:00
"spam","Trm ksh telah memilih Indosat Ooredoo. Secara keseluruhan, seberapa mungkin Anda merekomendasikan kami ke rekan/klrg? Balas N0 sd N10 (N10=tertinggi), GRATIS",2018-01-08 08:29:00
"ham","07/01/2018 18:59 Pada No. Rek 378088918 ada dana keluar sebesar Rp 209.000,00. Saldo akhir: Rp 4.063.794,00.Berita: TRF PAY TOP UP ECHANNEL.",2018-01-07 19:00:00
"spam","TIKETUX U/ LINTAS
D/H MGO/CIPAGANTI
KE SOETTA NAIK DARI CIHAMPELAS CM 150rb
goo.gl/maps/1jYYWYn8jAF2
BELI TIKET DI SOETTA
DAPAT VOUCHER 20rb
UTK KE SOETTA LAGI",2018-01-07 18:19:00
"spam","awas ketinggalan iRing Nella Kharisma-Jaran Goyang (AT17), Rp.0,1/3hr prpnjngan Rp.3190 .Lngsung bls YA aja ya!",2018-01-06 21:25:00
"ham","Iya mba",2018-01-06 17:41:00
"spam","Pelanggan Yth, Pulsa Anda tdk cukup. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",2018-01-06 17:38:00
"ham","06/01/2018 17:21 Pada No. Rek 378088918 ada dana keluar sebesar Rp 300.000,00. Saldo akhir: Rp 4.272.794,00.Berita: BILL PAYMENT  GOPAY CUST    NO  311515233979",2018-01-06 17:21:00
"ham","BNI SMS BANKING:06/01/2018 17:19 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.300.000 Berhasil. Reff:240815",2018-01-06 17:19:00
"ham","06/01/2018 17:19 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.300.000 ketik digit ke-5&6 PIN Anda",2018-01-06 17:19:00
"ham","Pulsa Anda tdk mencukupi u/ menerima layanan  dr shortcode 3346 sebesar Rp./sms. Silahkan Isi ulang.
",2018-01-06 17:19:00
"ham","Skli lagi",2018-01-06 17:05:00
"spam","awas ketinggalan iRing Nella Kharisma-Jaran Goyang (AT17), Rp.0,1/3hr prpnjngan Rp.3190 .Lngsung bls YA aja ya!",2018-01-05 20:52:00
"spam","STAR WARS Series ada di IFLIX,bebas biaya langganan utk AXISers!!Pake BRONET DAYZ 8GB Rp49.000 buat nonton,beli di *123*888# hny di JUMAT BAIK!!Info838.AXIS007",2018-01-05 15:32:00
"spam","iRing keren cuman buat km, Repvblik-Aku Takut (AT17),Rp.0,1/3hr prpnjngan Rp.3190 dengan hnya bls YA lho!",2018-01-04 21:38:00
"ham","Go Mobile
04Jan18 20:46
Ref 01040024991877
Trf Dana ke
700028224100
SUMINAR BUDIARANI
IDR 700,000.00
SUKSES",2018-01-04 20:46:00
"ham","04/01/2018 20:45:40 Ref 0104061863 Passcode 2716 untuk LOGIN Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan beri ke siapapun!",2018-01-04 20:45:00
"ham","04/01/2018 20:38 Pada No. Rek 378088918 ada dana keluar sebesar Rp 800.000,00. Saldo akhir: Rp 2.858.057,00.Berita: TARIK TUNAI.",2018-01-04 20:38:00
"spam","Paket internet Extra, kuota 1 GB, Rp 10rb. Ketik D21 ke 929 sd 05/01/18.",2018-01-03 12:55:00
"spam","PULSA SOS Anda telah diaktifkan, berlaku sd 2018-01-05 dan biaya  Rp 2000  bea jasa Rp 500 akan dipotong saat isi Pulsa. Pulsa dpt digunakan ke semua operator.",2018-01-03 10:20:00
"ham","Go Mobile
03Jan18 09:31
Ref 01030024213552
Trf Dana ke
800142351700
GOPAY Bram Galih Arianto
IDR 12,000.00
SUKSES",2018-01-03 09:31:00
"ham","Go Mobile
03Jan18 09:29
Ref 01030024212880
Trf Dana ke
800142351700
GOPAY tiara
IDR 100,000.00
SUKSES",2018-01-03 09:29:00
"ham","03/01/2018 09:28:06 Ref 0103011726 Passcode 4308 untuk LOGIN Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan beri ke siapapun!",2018-01-03 09:28:00
"spam","Anda dipotong biaya Rp 2500 untuk pemakaian layanan PULSA/PAKET SOS. ",2018-01-03 09:25:00
"spam","TOPUP pulsa Rp 25000 berhasil via SMSBANKING CIMB_NIAGA kode trx 0103092504860181. Pulsa anda saat ini Rp 22631. Terima kasih telah menggunakan INDOSAT OOREDOO",2018-01-03 09:25:00
"ham","02/01/2018 18:26 Pada No. Rek 378088918 ada dana keluar sebesar Rp 100.000,00. Saldo akhir: Rp 3.658.057,00.Berita: TARIK TUNAI.",2018-01-02 18:27:00
"ham","02/01/2018 08:40 Pada No. Rek 378088918 ada dana keluar sebesar Rp 300.000,00. Saldo akhir: Rp 3.808.057,00.Berita: TARIK TUNAI.",2018-01-02 08:56:00
"spam","iRing keren cuman buat km, Nella Kharisma ft Monata-Konco Mesra (AT17),Rp.0,1/3hr prpnjngan Rp.3190 dengan hnya bls YA lho!",2018-01-01 21:36:00
"ham","Telegram code 53271",2018-01-01 20:38:00
"ham","Telegram code 53271",2018-01-01 20:37:00
"spam","Pelanggan Yth, Pulsa Anda tdk cukup. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",2018-01-01 10:08:00
"spam","awas ketinggalan iRing Nella Kharisma-Jaran Goyang (AT17), Rp.0,1/3hr prpnjngan Rp.3190 .Lngsung bls YA aja ya!",2017-12-31 20:29:00
"ham","Waktu Tunggu konfirmasi dari nomor +6285721812244 habis ",2017-12-31 20:28:00
"ham","Waktu Tunggu konfirmasi dari nomor +6285721812244 habis ",2017-12-31 18:41:00
"ham","No +6285721812244 tdk berhasil SMS kamu. Jgn sampai kamu melewatkan pesan darinya! Balas YA dgn biaya Rp 399. Info: *123*883#",2017-12-31 17:28:00
"ham","No +6285721812244 tdk berhasil SMS kamu. Jgn sampai kamu melewatkan pesan darinya! Balas YA dgn biaya Rp 399. Info: *123*883#",2017-12-31 15:41:00
"ham","30/12/2017 21:20 Pada No. Rek 378088918 ada dana keluar sebesar Rp 269.201,00. Saldo akhir: Rp 4.112.702,00.Berita: TRF PAY TOP UP ECHANNEL.",2017-12-30 21:20:00
"spam","iRing keren cuman buat km, Repvblik-Aku Takut (AT17),Rp.0,1/3hr prpnjngan Rp.3190 dengan hnya bls YA lho!",2017-12-30 21:09:00
"ham","Iya, aku jg sih",2017-12-30 18:03:00
"ham","Caw ti ?",2017-12-30 17:43:00
"ham","Ti, bilangin ke ruchi dong wait gitu, aku ga ada pulsa bls",2017-12-30 17:43:00
"ham","Oke oke",2017-12-30 12:06:00
"ham","Stengah 7 malem ini ?",2017-12-30 11:56:00
"ham","Aku jd ga enak loh",2017-12-30 10:24:00
"ham","Maafin loh ti",2017-12-30 09:34:00
"ham","Aduh maafkan aku tepar",2017-12-30 09:27:00
"ham","Yes",2017-12-30 08:27:00
"spam","Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",2017-12-29 23:05:00
"spam","Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",2017-12-29 23:04:00
"ham","Kayanya sih",2017-12-29 19:22:00
"ham","Masih lama da, sasa jg lg kerumah dulu mau nganter ibunya dulu",2017-12-29 19:20:00
"ham","Pada nanyain doang sih wkwkwk",2017-12-29 19:19:00
"ham","29/12/2017 19:17 Pada No. Rek 378088918 ada dana keluar sebesar Rp 100.000,00. Saldo akhir: Rp 4.381.903,00.Berita: BILL PAYMENT  GOPAY CUST    NO  521514549382",2017-12-29 19:18:00
"ham","Otw ti ?",2017-12-29 19:17:00
"ham","BNI SMS BANKING:29/12/2017 19:10 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 Berhasil. Reff:682640",2017-12-29 19:10:00
"ham","29/12/2017 19:09 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 ketik digit ke-2&1 PIN Anda",2017-12-29 19:09:00
"ham","Jalan kampus 5b, no.5",2017-12-29 19:06:00
"ham","U ok ti?",2017-12-29 19:03:00
"ham","Aduhhh mba mohon maaf...sy ga bisa mba...mohon maaf ya mba",2017-12-29 18:01:00
"ham","Iy...ditunggu ya sbntr...sy sdh di stopan pasirkoja..lg macet stopan",2017-12-29 17:46:00
"spam","Pelanggan Yth, Pulsa Anda tdk cukup. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",2017-12-29 17:38:00
"spam","BARU! Nikmati paket internet TERBAIK untuk akses unlimited apps YouTube & NelpSMS ga habis-habis. Beli paketnya HANYA di*123# atau http://im3.do/m3",2017-12-29 17:38:00
"spam","Isi Voucher Regular 25K pd 29/12/17 17:38 dr GO-JEK SUKSES. TID:01093900003975041279",2017-12-29 17:38:00
"spam","Pelanggan Yth, Pulsa Anda tdk cukup. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",2017-12-29 17:35:00
"spam","Pelanggan Yth, Pulsa Anda tdk cukup. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",2017-12-29 17:33:00
"spam","Pelanggan Yth, Pulsa Anda tdk cukup. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",2017-12-29 17:32:00
"spam","Pelanggan Yth, Pulsa Anda tdk cukup. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",2017-12-29 17:32:00
"ham","Mending aku bawa sate pempek ato keripik",2017-12-29 16:05:00
"ham","Pulsa Anda tdk mencukupi u/ menerima layanan  dr shortcode 3346 sebesar Rp./sms. Silahkan Isi ulang.
",2017-12-29 15:41:00
"spam","Pulsamu <Rp500.Mau PULSA SOS 10000 bs dipakai ke SemuaOperator sd 5hr?Pembayaran Rp10000 & BeaJasa Rp3000 akan dipotong saat isi Pulsa.Balas YA ke 505 /tkn*505#",2017-12-29 15:40:00
"ham","Oke oke",2017-12-29 13:48:00
"ham","Km bawa apa ti ?",2017-12-29 13:47:00
"ham","Aku lg di jalan td, oke oke",2017-12-29 13:24:00
"spam","Dgn DATA ROLLOVER sisa kuota TIDAK HANGUS. Simpan sisa kuotamu smp 100GB slm SETAHUN. Gratis dgn pkt internet bulanan IM3Ooredoo. Info http://im3.do/dr1229 MAI1",2017-12-29 13:00:00
"ham","Ya ti ? Baru ada pulsa",2017-12-29 12:55:00
"ham","BNI SMS BANKING:29/12/2017 11:10 Trf Rp.87.000 ke 0327084946 an.Sdr   ERLANGGA telah berhasil. Reff: 939685.",2017-12-29 11:10:00
"ham","29/12/2017 11:09 Trf Rp 87000 ke 0327084946 an.Sdr   ERLANGGA.Utk diproses,reply sms ini,ketik digit ke-4&6 PIN Anda",2017-12-29 11:10:00
"ham","BNI SMS BANKING:29/12/2017 11:09 Transaksi tdk dpt diproses. Nomor HP Anda:08382888813 belum terdaftar BNI SMS Banking. Silahkan kunjungi Cabang BNI Terdekat",2017-12-29 11:09:00
"spam","Kamu internetan dg tarif perKB,pemakaian sd saat ini Rp7200.Mau INTERNETAN tnp khawatir kuota habis? Gunakan pkt UNLIMITED ! Beli *123# atau myIM3",2017-12-29 11:02:00
"spam","Hanya Rp75rb/bln utk Nelpon & SMS SEPUASNYA plus INTERNETAN sd 40GB (hrg normal Rp149rb). Aktifkan s.d 30/12/17, ketik MAU6 ke 929.",2017-12-29 10:40:00
"spam","Penawaran terbatas! Aktifkan Paket Khusus: IM3 Freedom Bundle hanya utk Smartphone Anda, balas SMS ke 990, ketik F50 dpt Kuota 12GB hanya Rp50rb/bln atau F25 dpt Kuota 2GB hanya Rp25rb/bln selama 12 bulan. Pastikan Pulsa Cukup.",2017-12-29 10:34:00
"spam","PAKET BRONET DAYZ 8GB  sudah aktif.Nikmati kuota 3GB 24Jam di SENIN-JUMAT & 5GB 24Jam di SABTU-MINGGU aktif s.d 27-01-2018.Cek PROMO di app AXISnet! Info838",2017-12-29 10:30:00
"spam","PAKET BRONET DAYZ 8GB 30hr kamu akan segera aktif. Temukan PROMO lainnya di aplikasi AXISnet. Kuota paket bisa dipake di Jaringan 4G juga lho! Info838",2017-12-29 10:30:00
"spam","Kamu internetan dg tarif perKB,pemakaian sd saat ini Rp7200.Mau INTERNETAN tnp khawatir kuota habis? Gunakan pkt UNLIMITED ! Beli *123# atau myIM3",2017-12-29 10:30:00
